HOUSEID,WTHHFIN,WTHHFIN5D,WTHHFIN2D,NUMADLT,HOMEOWN,HOMETYPE,RAIL,CENSUS_D,CENSUS_R,HH_HISP,DRVRCNT,CNTTDHH,CDIVMSAR,FLAG100,HHFAMINC,HHFAMINC_IMP,HH_RACE,HHSIZE,HHVEHCNT,HHRELATD,LIF_CYC,MSACAT,MSASIZE,TRAVDAY,URBAN,URBANSIZE,URBRUR,PPT517,YOUNGCHILD,RESP_CNT,URBRUR_2010,TDAYDATE,WRKCOUNT,STRATUMID
9000055452,20160.49504,25653.86712,0,2,1,2,2,5,3,2,2,4,52,1,5,5,6,2,2,1,2,2,4,6,1,5,1,0,0,2,1,202203,1,1029
9000055453,38370.75347,51670.27025,0,1,3,3,1,2,1,2,0,0,21,1,2,2,2,1,0,2,1,1,5,6,1,4,1,0,0,1,1,202203,0,1023
9000055462,16177.59613,0,66829.92278,3,3,1,2,3,2,2,2,12,33,1,5,5,1,3,0,1,7,3,1,1,1,1,1,0,0,3,1,202204,2,1025
9000055489,13311.12949,16967.54302,0,1,2,2,2,7,3,2,1,2,73,1,5,5,1,1,1,2,1,3,2,2,1,2,1,0,0,1,1,202204,1,1033
9000055545,8386.532885,9137.019671,0,2,2,4,2,6,3,2,2,3,63,1,4,4,1,2,3,1,10,3,1,3,4,6,2,0,0,2,2,202204,1,1032
9000055561,11344.65319,14318.70997,0,1,3,3,2,4,2,2,1,2,42,1,7,7,1,1,1,2,1,2,5,4,1,5,1,0,0,1,1,202203,1,1027
9000055566,9039.72651,11521.01303,0,2,1,1,2,2,1,2,2,6,23,1,6,6,1,2,5,1,10,3,3,6,4,6,2,0,0,2,2,202203,0,1024
9000055596,6164.9568,0,23050.50404,1,1,1,2,8,4,2,1,0,83,1,7,7,1,1,1,2,1,3,1,1,1,1,1,0,0,1,1,202203,1,1035
9000055600,10483.80075,14301.73259,0,1,1,1,2,9,4,2,1,2,92,1,9,9,1,1,3,2,1,2,5,5,1,5,1,0,0,1,1,202204,1,1037
9000055617,9664.474169,0,36430.60603,2,2,1,1,1,1,2,2,0,13,1,5,5,1,2,2,1,2,3,3,7,1,3,1,0,0,2,1,202204,1,1021
9000055621,18464.22708,27448.03307,0,4,2,1,2,9,4,2,3,9,93,1,11,11,1,4,4,1,2,3,2,5,1,2,1,0,0,4,1,202204,3,1037
9000055628,5786.413395,8399.307316,0,1,3,3,2,5,3,2,1,2,52,1,11,11,1,1,1,2,1,2,5,2,1,5,1,0,0,1,1,202204,1,1029
9000055641,39212.26797,52855.19498,0,3,1,1,2,5,3,2,1,4,53,1,4,4,1,3,1,1,10,3,3,5,1,3,1,0,0,3,1,202204,1,1029
9000055642,4930.203964,6516.165881,0,2,2,1,2,3,2,2,2,0,33,1,5,5,1,2,2,1,10,3,1,2,4,6,2,0,0,2,2,202203,0,1026
9000055662,40503.11198,55000.35363,0,4,1,1,2,7,3,1,5,12,73,1,7,7,1,5,5,1,8,3,1,3,1,1,1,1,0,5,1,202204,5,1033
9000055667,5508.14185,7744.700237,0,2,1,1,2,7,3,2,2,2,72,1,7,7,1,2,3,1,10,2,4,4,1,3,1,0,0,2,1,202203,0,1033
9000055670,4522.22831,5047.631501,0,1,2,2,2,4,2,2,1,0,43,1,4,4,1,1,2,2,9,3,1,3,2,6,1,0,0,1,1,202203,0,1027
9000055673,14441.32587,21376.8478,0,2,1,1,2,2,1,2,3,6,23,1,10,10,1,4,2,1,6,3,3,5,4,6,2,2,0,4,1,202203,2,1023
9000055682,15639.04112,0,40440.17691,2,1,1,2,4,2,2,2,8,43,1,11,11,1,2,6,1,2,3,3,7,1,3,1,0,0,2,1,202204,2,1028
9000055692,8675.335455,0,36767.38267,1,2,4,2,5,3,2,1,1,53,1,6,6,1,1,2,2,1,3,3,1,1,3,1,0,0,1,1,202204,0,1029
9000055696,18904.75606,26121.44712,0,2,3,3,2,5,3,2,2,5,53,1,8,8,1,2,2,1,10,3,2,6,1,2,1,0,0,2,1,202204,0,1029
9000055725,24101.03907,0,92705.24828,1,3,1,2,1,1,2,0,0,13,1,1,1,1,1,0,2,9,3,3,1,1,2,1,0,0,1,1,202204,0,1021
9000055729,5626.032763,8922.054495,0,1,2,1,2,4,2,2,1,0,44,1,10,10,1,1,2,2,9,4,6,5,4,6,2,0,0,1,2,202204,0,1028
9000055734,10175.21841,14974.61748,0,3,1,1,2,3,2,2,2,9,33,1,5,5,1,3,5,1,10,3,1,3,2,6,1,0,0,3,1,202203,0,1025
9000055738,15402.73567,0,53620.73763,1,1,1,2,5,3,2,1,0,54,1,8,8,1,1,2,2,1,4,6,1,4,6,2,0,0,1,2,202203,0,1030
9000055757,12451.72025,19272.29361,0,2,1,1,2,4,2,2,2,10,44,1,9,9,1,4,2,1,6,4,6,4,4,6,2,2,0,4,2,202203,2,1028
9000055758,4109.517808,0,15514.75668,1,3,3,1,9,4,2,1,3,91,1,7,7,1,1,1,2,1,1,5,1,1,4,1,0,0,1,1,202204,1,1037
9000055766,31514.58244,42584.15058,0,2,2,1,2,6,3,2,1,4,63,1,5,5,1,2,1,1,10,3,1,6,4,6,2,0,0,2,2,202203,0,1032
9000055777,5152.211825,6650.554306,0,2,3,3,1,1,1,2,2,4,11,1,7,7,1,2,2,2,2,1,5,2,1,4,1,0,0,2,1,202204,2,1021
9000055833,27268.61343,0,164240.5383,1,1,1,2,8,4,1,1,2,84,1,11,11,1,1,2,2,9,4,6,1,4,6,2,0,0,1,2,202204,0,1036
9000055845,4536.667952,5483.923178,0,1,2,2,2,5,3,2,1,4,53,1,5,5,1,1,1,2,9,3,2,4,1,2,1,0,0,1,1,202203,0,1029
9000055847,22670.95194,32112.83255,0,1,3,1,2,6,3,2,1,0,64,1,1,1,2,2,1,1,5,4,6,3,2,6,1,1,0,2,1,202204,1,1031
9000055853,13713.13936,17422.15878,0,1,1,1,2,7,3,2,1,2,73,1,5,5,1,1,1,2,9,3,1,5,4,6,2,0,0,1,2,202203,0,1034
9000055863,34163.02187,44941.89525,0,2,3,3,2,9,4,2,0,2,92,1,2,2,3,2,0,1,10,2,4,6,1,5,1,0,0,2,1,202204,0,1037
9000055867,20692.00217,25391.7402,0,2,3,3,2,1,1,2,2,4,13,1,4,4,1,2,1,1,10,3,1,3,2,6,1,0,0,2,1,202204,0,1021
9000055875,18123.10455,25597.22015,0,2,1,1,2,5,3,2,2,4,52,1,8,8,1,2,2,1,2,2,4,6,1,1,1,0,0,2,1,202204,1,1029
9000055881,14080.43248,0,57961.76346,4,3,2,2,8,4,1,1,0,82,2,1,1,97,5,1,1,6,2,4,1,1,5,1,1,0,4,1,202204,2,1035
9000055886,15237.754,0,53303.49239,3,1,1,2,5,3,2,3,9,52,1,8,8,1,5,2,1,6,2,4,1,4,6,2,2,0,5,2,202203,3,1030
9000055924,5875.045954,8018.071232,0,2,1,1,2,7,3,2,2,7,72,1,7,7,1,2,2,1,2,2,5,6,1,5,1,0,0,2,1,202203,2,1033
9000055925,11610.6124,0,41261.85755,2,1,1,2,2,1,2,2,0,22,1,5,5,2,2,2,1,10,2,4,1,1,5,1,0,0,2,1,202205,0,1023
9000055930,18743.55199,0,38965.75225,2,1,1,2,1,1,2,2,2,13,1,7,7,1,2,2,1,2,3,2,1,4,6,2,0,0,2,2,202204,2,1022
9000055931,55542.87331,71398.44529,0,1,2,1,2,5,3,2,1,7,53,1,3,3,97,1,1,2,9,3,2,6,1,2,1,0,0,1,1,202203,0,1029
9000055943,4686.976843,5696.676477,0,1,2,1,2,7,3,2,1,3,72,1,5,5,1,1,1,2,9,2,4,4,1,5,1,0,0,1,1,202203,0,1033
9000055954,10328.47215,15253.89977,0,2,1,1,2,2,1,2,2,4,24,1,7,7,1,2,4,1,2,4,6,3,4,6,2,0,0,2,2,202203,2,1024
9000055970,7196.987416,9757.776746,0,2,2,1,2,9,4,2,2,2,93,1,8,8,1,2,2,1,2,3,2,4,1,2,1,0,0,2,1,202204,2,1037
9000055977,6177.069648,8426.962472,0,1,3,3,2,6,3,2,1,3,63,1,5,5,1,1,1,2,1,3,1,5,2,6,1,0,0,1,1,202203,1,1031
9000055986,13844.41314,0,58417.7034,1,1,1,1,5,3,2,1,7,51,1,8,8,1,1,1,2,9,1,5,7,1,4,1,0,0,1,1,202203,0,1029
9000055991,12489.62721,0,37747.94493,2,1,1,1,5,3,2,2,5,51,1,11,11,1,3,2,1,4,1,5,7,1,4,1,0,1,2,1,202204,2,1029
9000056002,11812.14522,0,50262.86859,1,1,1,2,3,2,2,1,2,32,1,8,8,1,1,2,2,1,2,5,1,4,6,2,0,0,1,2,202204,1,1026
9000056003,15575.56954,0,76495.46421,1,1,1,2,5,3,2,1,2,52,1,4,4,1,1,1,2,9,2,4,7,2,6,1,0,0,1,1,202204,1,1029
9000056004,41690.00864,0,116828.1083,1,3,3,1,2,1,2,0,0,21,1,6,6,2,1,0,2,1,1,5,1,1,4,1,0,0,1,1,202204,1,1023
9000056009,2824.541329,4072.242151,0,2,2,1,2,5,3,2,2,2,52,1,7,7,1,2,4,1,10,2,4,5,4,6,2,0,0,2,2,202203,0,1030
9000056018,3962.224186,5230.510528,0,1,2,1,2,3,2,2,1,3,33,1,6,6,1,1,2,2,9,3,1,4,2,6,1,0,0,1,1,202203,0,1025
9000056021,36863.82785,0,165147.433,1,3,3,2,1,1,2,0,0,13,1,5,5,2,1,0,2,1,3,3,7,1,2,1,0,0,1,1,202205,1,1021
9000056022,17288.69608,22728.89532,0,2,1,1,2,5,3,2,2,9,52,1,6,6,1,2,2,1,10,2,4,4,1,5,1,0,0,2,1,202204,1,1029
9000056034,73641.92609,0,222929.0961,1,2,4,2,3,2,2,1,0,33,1,3,3,1,1,1,2,9,3,2,7,1,2,1,0,0,1,1,202203,0,1025
9000056035,17426.34191,0,68615.46708,2,1,1,2,9,4,2,2,11,93,1,7,7,1,4,2,1,6,3,2,7,1,2,1,2,0,4,1,202204,1,1037
9000056036,4026.08155,6038.713649,0,3,2,1,2,4,2,2,3,4,42,1,8,8,1,3,3,1,10,2,5,5,4,6,2,0,0,3,2,202203,0,1028
9000056037,9774.237477,0,34643.52865,1,1,1,2,5,3,2,1,2,53,1,6,6,1,1,2,2,9,3,3,1,1,2,1,0,0,1,1,202203,0,1029
9000056039,7449.80652,9322.487957,0,1,3,3,2,2,1,2,1,5,22,1,4,4,1,1,2,2,1,2,4,2,4,6,2,0,0,1,1,202203,1,1023
9000056043,17832.34968,25801.64062,0,2,2,3,2,1,1,2,2,3,13,1,7,7,1,2,2,1,10,3,3,3,1,2,1,0,0,2,1,202203,0,1021
9000056050,9769.247465,0,40018.14891,2,2,1,1,9,4,2,1,2,91,1,4,4,3,2,1,1,10,1,5,1,1,4,1,0,0,2,1,202203,0,1037
9000056056,24713.5291,33171.73457,0,2,3,3,1,9,4,2,2,14,91,1,4,4,2,4,2,1,6,1,5,3,1,4,1,2,0,4,1,202203,1,1037
9000056059,6175.64758,8763.827021,0,2,2,1,1,2,1,2,2,3,21,1,7,7,1,2,2,1,10,1,5,5,1,4,1,0,0,2,1,202204,0,1023
9000056076,15999.62659,18216.07138,0,1,2,4,2,9,4,2,1,2,93,1,6,6,1,1,1,2,1,3,1,2,4,6,2,0,0,1,2,202204,1,1038
9000056093,16473.75295,20926.26864,0,2,2,1,2,5,3,2,2,10,52,1,5,5,1,2,2,1,2,2,4,4,1,1,1,0,0,2,1,202203,2,1029
9000056102,3990.367201,0,13052.06992,1,3,1,1,9,4,2,1,3,91,1,8,8,1,1,1,2,9,1,5,1,1,4,1,0,0,1,1,202204,1,1037
9000056109,4623.680407,6206.116981,0,2,1,1,2,3,2,2,2,4,32,1,8,8,1,2,2,1,2,2,4,4,1,5,1,0,0,2,1,202203,2,1025
9000056137,7983.721131,0,26796.54938,2,2,1,2,4,2,2,2,0,44,1,6,6,3,2,3,1,10,4,6,1,4,6,2,0,0,2,2,202204,2,1028
9000056139,53209.9275,71395.23839,0,1,3,1,2,5,3,2,1,0,52,1,3,3,2,1,2,2,1,2,4,3,1,1,1,0,0,1,1,202203,1,1029
9000056142,5358.860066,6215.793439,0,1,1,1,2,3,2,2,1,8,33,1,4,4,1,1,1,2,9,3,1,3,1,1,1,0,0,1,1,202203,0,1026
9000056155,13397.81958,16526.04369,0,1,2,1,2,3,2,2,1,4,33,1,4,4,1,1,1,2,1,3,3,2,4,6,2,0,0,1,2,202203,0,1026
9000056162,24675.77973,34895.1985,0,3,3,2,1,9,4,1,3,0,91,1,6,6,1,3,3,1,2,1,5,3,1,4,1,0,0,3,1,202203,2,1037
9000056168,12859.27818,17926.33099,0,1,1,1,2,9,4,1,1,5,92,1,7,7,1,1,1,2,9,2,4,2,2,6,1,0,0,1,1,202203,0,1037
9000056169,5888.436963,8298.818055,0,1,1,2,2,1,1,2,1,3,13,1,11,11,1,1,1,2,1,3,3,2,1,2,1,0,0,1,1,202204,1,1021
9000056183,8675.335455,0,36767.38267,1,2,1,1,5,3,2,1,4,51,1,6,6,1,1,1,2,9,1,5,1,1,4,1,0,0,1,1,202204,0,1029
9000056201,15414.19792,20748.93079,0,2,1,1,2,5,3,2,2,3,53,1,8,8,1,5,3,1,4,3,1,3,1,1,1,0,3,2,1,202204,2,1029
9000056203,19489.7992,0,60640.5694,2,1,1,1,5,3,2,2,8,51,1,11,11,1,2,3,1,10,1,4,7,1,4,1,0,0,2,1,202203,1,1029
9000056229,25567.17627,33815.22109,0,1,3,3,2,9,4,2,0,0,92,1,2,2,1,1,0,2,9,2,5,6,1,5,1,0,0,1,1,202204,0,1037
9000056230,13009.42604,17666.32223,0,2,1,2,1,3,2,2,2,4,31,1,5,5,1,2,2,1,10,1,5,6,1,4,1,0,0,2,1,202204,0,1025
9000056235,5752.503688,0,20365.93855,2,1,1,2,3,2,2,2,0,32,1,8,8,1,4,2,1,4,2,4,1,1,5,1,0,2,2,1,202203,2,1025
9000056265,6427.685036,0,24076.58551,2,2,1,1,2,1,1,2,5,21,1,7,7,1,2,2,1,10,1,5,1,4,6,2,0,0,2,1,202204,0,1023
9000056267,21974.07564,31273.37836,0,2,1,1,2,3,2,2,2,0,32,1,9,9,97,3,2,1,6,2,4,5,1,3,1,1,0,3,1,202203,2,1025
9000056268,12541.80173,15298.13982,0,1,2,1,2,3,2,2,1,2,33,1,7,7,1,1,1,2,9,3,1,5,4,6,2,0,0,1,2,202204,0,1026
9000056270,8033.931275,0,34950.26749,1,3,3,2,3,2,2,1,2,32,1,5,5,1,1,1,2,1,2,4,7,1,3,1,0,0,1,1,202204,1,1025
9000056271,45985.93522,0,200226.6944,1,3,3,1,5,3,2,1,6,51,1,8,8,3,1,1,2,1,1,5,7,1,4,1,0,0,1,1,202203,1,1029
9000056279,30318.22471,39557.5315,0,1,2,2,2,5,3,2,1,2,53,1,7,7,6,1,3,2,9,3,3,6,1,3,1,0,0,1,1,202203,1,1029
9000056306,2931.76704,3985.984662,0,1,1,1,2,6,3,2,2,8,63,1,5,5,1,2,3,1,7,3,2,3,1,1,1,1,0,2,1,202203,1,1031
9000056312,6455.366484,0,20091.34302,2,1,1,2,3,2,2,2,2,32,1,2,2,1,2,3,1,10,2,5,1,1,5,1,0,0,2,1,202203,0,1025
9000056324,29538.64784,37847.24247,0,2,3,3,2,7,3,2,1,2,72,1,1,1,2,2,1,1,2,2,5,4,1,5,1,0,0,2,1,202204,0,1033
9000056349,13809.5559,18957.59876,0,2,3,3,2,7,3,2,1,7,72,1,5,5,1,3,1,1,5,2,5,3,1,5,1,1,0,3,1,202203,2,1033
9000056357,12811.44282,0,50404.0583,1,2,1,2,2,1,2,1,2,22,1,4,4,1,1,1,2,9,2,4,1,1,5,1,0,0,1,1,202203,1,1023
9000056378,8155.394344,11679.65708,0,2,1,1,1,5,3,2,2,2,51,1,9,9,1,2,1,1,10,1,5,3,1,4,1,0,0,2,1,202203,0,1029
9000056382,4280.409265,0,14385.4907,2,1,1,2,3,2,2,2,4,33,1,8,8,1,2,2,1,10,3,1,1,2,6,1,0,0,2,1,202203,0,1025
9000056392,29358.43893,39909.81602,0,4,2,1,2,5,3,2,2,4,52,1,7,7,1,4,1,1,10,2,5,6,1,5,1,0,0,4,1,202203,0,1029
9000056395,3905.857139,0,18097.31405,1,1,1,2,3,2,2,1,2,32,1,5,5,1,1,1,2,9,2,4,1,2,6,1,0,0,1,1,202203,0,1025
9000056396,6657.816274,0,27490.19846,2,2,1,2,5,3,2,2,1,53,1,7,7,1,2,2,1,10,3,1,7,4,6,2,0,0,2,2,202203,0,1030
9000056403,11248.27797,15806.50596,0,1,2,2,2,4,2,2,1,3,44,1,5,5,1,1,1,2,9,4,6,2,4,6,2,0,0,1,2,202203,0,1028
9000056412,10332.37405,0,72029.88346,2,2,1,2,6,3,2,2,6,63,1,7,7,1,2,2,1,10,3,1,7,1,1,1,0,0,2,2,202203,0,1032
9000056413,5193.900235,0,17607.58976,2,2,1,2,5,3,2,2,2,53,1,7,7,1,2,2,1,10,3,1,1,4,6,2,0,0,2,2,202204,0,1030
9000056416,6925.309159,0,27368.21803,1,3,1,2,5,3,2,1,8,53,1,6,6,1,2,1,1,5,3,1,1,1,1,1,1,0,2,1,202203,1,1029
9000056430,8338.148656,11436.4856,0,2,2,1,2,2,1,2,2,0,23,1,11,11,1,2,3,1,2,3,3,2,4,6,2,0,0,2,2,202203,1,1024
9000056434,14816.10855,20899.06091,0,2,2,1,1,5,3,2,2,4,51,1,7,7,2,2,3,1,10,1,5,3,1,4,1,0,0,2,1,202203,1,1029
9000056447,24981.29439,32080.5549,0,1,3,2,2,5,3,1,1,2,52,1,3,3,1,2,2,1,5,2,4,3,1,5,1,1,0,2,1,202203,1,1029
9000056458,50318.59639,0,164126.3131,7,1,1,2,7,3,2,6,0,72,1,11,11,3,9,5,1,4,2,5,1,1,5,1,0,2,7,1,202204,5,1033
9000056459,4425.245338,5831.57712,0,2,2,2,2,5,3,2,2,2,53,1,7,7,1,2,2,1,10,3,3,2,1,2,1,0,0,2,2,202203,0,1030
9000056471,14872.28707,19758.41364,0,2,3,1,2,9,4,2,2,2,92,1,6,6,1,2,3,1,10,2,5,6,1,5,1,0,0,2,1,202204,2,1037
9000056478,19498.16538,23158.90114,0,1,4,1,2,3,2,2,1,2,34,1,5,5,1,1,1,2,1,4,6,5,4,6,2,0,0,1,2,202203,1,1026
9000056501,16629.91228,24432.31125,0,2,1,1,2,9,4,1,2,6,92,1,7,7,1,2,3,1,10,2,4,4,1,5,1,0,0,2,1,202203,0,1037
9000056502,24098.91533,0,74548.84296,2,1,1,2,7,3,1,3,0,72,2,10,10,1,4,3,1,6,2,5,1,1,5,1,2,0,3,1,202204,2,1033
9000056521,5304.052856,7974.914458,0,2,1,1,2,7,3,2,2,3,73,1,6,6,1,2,2,1,10,3,1,3,4,6,2,0,0,2,2,202203,0,1034
9000056522,6797.272467,0,26349.07444,2,1,1,2,8,4,2,2,2,83,1,6,6,1,5,2,1,4,3,3,1,1,1,1,1,2,3,1,202203,1,1035
9000056564,10129.25262,14462.63651,0,2,2,1,2,5,3,2,2,3,52,1,7,7,1,2,2,1,10,2,4,2,4,6,2,0,0,2,2,202203,0,1030
9000056566,11923.34527,17925.2872,0,2,2,1,2,6,3,2,2,7,63,1,9,9,1,2,3,1,10,3,3,5,1,2,1,0,0,2,1,202203,1,1031
9000056572,10447.40868,13304.9767,0,3,2,1,2,7,3,1,3,5,73,1,5,5,1,3,3,1,10,3,1,3,1,1,1,0,0,3,1,202203,3,1033
9000056573,44910.25304,0,157073.1546,1,1,3,1,9,4,2,1,5,91,1,10,10,3,1,0,2,1,1,5,7,1,4,1,0,0,1,1,202203,1,1037
9000056591,20271.15107,26330.71374,0,2,2,1,2,5,3,2,2,0,52,1,5,5,1,2,3,1,10,2,4,2,1,2,1,0,0,2,1,202204,0,1029
9000056598,6299.196688,8042.580126,0,3,1,1,2,5,3,2,3,4,53,1,6,6,1,4,2,1,6,3,2,5,4,6,2,1,0,4,2,202204,3,1030
9000056602,7140.240613,0,36490.6803,2,1,1,2,3,2,2,1,2,34,1,5,5,1,2,1,1,10,4,6,7,4,6,2,0,0,2,2,202204,0,1026
9000056603,16314.34748,22290.21918,0,3,1,1,2,2,1,2,3,3,22,1,7,7,1,3,3,1,10,2,4,4,1,3,1,0,0,3,1,202204,1,1023
9000056611,30732.87177,0,110455.0309,3,2,1,2,7,3,2,3,4,74,1,5,5,1,3,3,1,8,4,6,1,4,6,2,0,0,3,1,202204,1,1033
9000056612,3346.220202,4786.850314,0,2,3,3,2,8,4,2,2,9,83,1,2,2,1,2,2,1,2,3,1,5,2,6,1,0,0,2,1,202205,2,1035
9000056615,6896.686867,0,22225.82702,2,2,1,2,7,3,2,3,4,72,2,11,11,1,4,3,1,6,2,5,1,1,5,1,2,0,3,1,202203,2,1033
9000056617,35993.67461,48917.23966,0,2,1,1,1,2,1,2,2,1,21,1,10,10,6,4,3,1,4,1,5,6,1,4,1,1,1,3,1,202203,2,1023
9000056622,6144.1402,8655.765114,0,1,1,1,2,1,1,2,1,0,13,1,6,6,1,1,1,2,1,3,3,4,1,1,1,0,0,1,1,202203,0,1021
9000056624,24057.77087,33283.84971,0,2,3,1,2,5,3,2,2,4,52,1,8,8,1,2,2,1,2,2,4,5,1,5,1,0,0,2,1,202203,1,1029
9000056634,13228.28754,16712.36583,0,2,1,1,2,9,4,2,2,16,93,1,11,11,1,2,5,1,2,3,3,5,1,2,1,0,0,2,1,202203,1,1038
9000056643,13359.7087,17345.91907,0,2,1,1,1,9,4,2,2,4,91,1,4,4,3,2,2,1,10,1,5,2,1,3,1,0,0,2,1,202203,0,1037
9000056670,13528.90908,0,65067.42379,1,3,3,2,3,2,2,1,2,32,1,4,4,1,1,1,2,9,2,5,7,2,6,1,0,0,1,1,202204,0,1025
9000056681,9054.184431,11018.21831,0,1,3,3,2,9,4,2,0,2,93,1,1,1,1,1,0,2,1,3,2,2,1,2,1,0,0,1,1,202204,0,1037
9000056691,7228.01885,8735.536851,0,2,2,4,2,5,3,2,2,8,53,1,5,5,1,2,2,1,10,3,2,3,1,1,1,0,0,2,1,202203,0,1029
9000056695,24695.57149,34341.67495,0,2,1,2,2,6,3,2,1,3,62,1,6,6,2,2,2,1,7,2,4,4,1,5,1,0,0,2,1,202204,1,1031
9000056697,6949.703945,7758.835749,0,1,1,1,2,9,4,2,1,4,93,1,6,6,1,1,1,2,9,3,3,3,4,6,2,0,0,1,2,202203,0,1038
9000056698,4148.097264,5841.8342,0,2,2,2,1,9,4,2,2,4,91,1,9,9,1,2,2,1,10,1,5,2,1,3,1,0,0,2,1,202203,2,1037
9000056719,10087.50659,0,40237.16942,4,2,1,1,9,4,2,3,0,91,1,5,5,3,4,3,1,10,1,5,1,1,4,1,0,0,4,1,202203,3,1037
9000056726,9992.651551,0,37221.3951,1,2,1,1,3,2,2,1,0,31,1,6,6,3,1,2,2,9,1,5,1,1,4,1,0,0,1,1,202203,0,1025
9000056730,22730.70416,33922.0643,0,1,3,3,2,3,2,2,1,0,32,1,4,4,1,1,1,2,1,2,4,4,1,5,1,0,0,1,1,202203,1,1025
9000056735,4515.931966,5744.219822,0,2,1,1,2,3,2,2,2,11,33,1,7,7,1,2,2,1,10,3,1,5,4,6,2,0,0,2,2,202203,0,1026
9000056750,11223.83289,16910.40929,0,3,2,1,2,5,3,2,3,6,53,1,11,11,1,3,3,1,8,3,3,6,1,3,1,0,0,3,1,202204,1,1029
9000056754,24989.75579,0,91762.12365,1,3,1,1,9,4,2,2,7,91,1,8,8,3,3,1,1,5,1,5,1,1,4,1,2,0,3,1,202204,1,1037
9000056789,6541.177781,8595.184885,0,3,3,3,2,1,1,1,2,6,13,1,7,7,97,3,2,1,2,3,3,6,1,2,1,0,0,3,1,202204,3,1021
9000056796,3168.960021,0,11348.29925,1,3,3,2,8,4,2,1,0,82,1,6,6,1,1,1,2,1,2,4,1,1,5,1,0,0,1,1,202204,1,1035
9000056812,4468.285817,5895.942209,0,1,3,3,1,3,2,2,1,0,31,1,6,6,1,1,1,2,1,1,4,2,1,4,1,0,0,1,1,202203,1,1025
9000056815,8731.829017,11752.42768,0,1,2,4,2,7,3,2,1,2,72,1,6,6,1,1,1,2,9,2,4,2,1,5,1,0,0,1,1,202203,0,1033
9000056826,26136.02499,0,113440.9701,2,3,3,2,5,3,1,1,4,53,1,3,3,1,2,1,1,10,3,3,1,1,2,1,0,0,2,1,202204,0,1029
9000056835,7930.439462,11679.00064,0,1,2,1,1,5,3,2,1,3,51,1,11,11,1,1,1,2,9,1,5,5,1,4,1,0,0,1,1,202203,1,1029
9000056838,32331.58494,41502.65,0,1,3,3,2,7,3,1,1,4,72,1,7,7,1,1,1,2,1,2,5,2,1,2,1,0,0,1,1,202203,1,1033
9000056840,17396.31156,25532.69364,0,2,3,3,2,8,4,2,0,0,82,1,1,1,1,2,0,2,2,2,4,2,1,3,1,0,0,2,1,202204,0,1035
9000056852,4776.924883,6329.014829,0,1,3,3,2,3,2,2,1,4,32,1,7,7,1,1,2,2,1,2,4,4,1,5,1,0,0,1,1,202203,1,1025
9000056854,13246.32346,16943.16534,0,1,3,1,2,7,3,2,1,0,73,1,6,6,1,1,1,2,9,3,1,6,1,1,1,0,0,1,1,202203,1,1033
9000056869,3648.369262,0,12663.54594,1,1,1,2,6,3,2,1,5,63,1,6,6,1,1,1,2,1,3,2,7,1,2,1,0,0,1,1,202203,1,1031
9000056878,23074.72341,37868.11467,0,3,1,1,2,4,2,2,3,6,42,1,8,8,1,3,3,1,10,2,5,3,4,6,2,0,0,3,2,202203,1,1028
9000056880,20894.86766,29421.61412,0,4,1,1,1,1,1,2,4,5,11,1,10,10,1,4,3,1,8,1,5,4,1,4,1,0,0,4,1,202204,2,1021
9000056915,17282.46977,22990.68558,0,1,3,3,1,9,4,2,1,2,91,1,6,6,1,1,2,2,1,1,4,6,1,1,1,0,0,1,1,202203,1,1037
9000056916,21053.57366,25030.55743,0,1,4,3,1,5,3,1,0,0,51,1,6,6,97,1,0,2,1,1,5,2,1,4,1,0,0,1,1,202204,1,1029
9000056921,29121.23059,41686.36615,0,2,1,1,1,5,3,2,2,4,51,1,10,10,1,2,2,1,2,1,4,6,1,4,1,0,0,2,1,202203,2,1029
9000056926,8676.258708,0,28080.16903,1,2,1,2,7,3,2,1,2,73,1,9,9,1,1,1,2,9,3,1,1,1,1,1,0,0,1,1,202204,1,1033
9000056931,11575.5866,0,43667.32238,2,1,1,2,5,3,2,2,0,53,1,5,5,1,2,3,1,2,3,2,1,1,2,1,0,0,2,1,202203,1,1029
9000056933,8632.992878,0,37807.82543,2,2,1,2,9,4,2,2,2,92,1,11,11,1,2,4,1,10,2,5,1,4,6,2,0,0,2,2,202203,0,1038
9000056959,3319.898406,4261.804887,0,2,1,1,2,1,1,2,2,6,12,1,9,9,1,2,2,1,2,2,4,5,1,3,1,0,0,2,1,202203,2,1021
9000056960,8449.961331,11747.02088,0,2,1,1,1,5,3,2,2,6,51,1,8,8,1,2,4,1,2,1,5,6,1,4,1,0,0,2,2,202203,2,1030
9000056962,6580.958922,8907.831636,0,1,1,1,2,9,4,2,1,7,92,1,7,7,3,2,1,1,3,2,4,4,1,5,1,0,1,1,1,202203,1,1037
9000056968,9887.301213,0,36174.43249,2,1,1,1,5,3,2,2,8,51,1,6,6,1,4,2,1,4,1,5,1,1,4,1,2,0,4,1,202204,2,1029
9000056987,9332.213723,12157.21822,0,1,1,2,2,3,2,2,1,3,32,1,6,6,1,1,1,2,1,2,4,4,1,5,1,0,0,1,1,202204,1,1025
9000056995,12114.41174,18631.14659,0,2,1,1,1,5,3,2,2,14,51,1,11,11,1,3,2,1,4,1,5,4,1,4,1,0,1,2,1,202203,2,1029
